lsat-ar	Qwen3-4B-Base-lr64-lsat25-cot_cot-only_42	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat25-cot_s42.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat25-cot_cot-only_42	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat25-cot_s42.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat25-cotn16_cot-only_42	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat25-cotn16_s42.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat25-cotn16_cot-only_42	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat25-cotn16_s42.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat25-nbmarg_simpl-nb_42	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat25-nbmarg_s42.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat25-nbmarg_simpl-nb_42	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat25-nbmarg_s42.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cot_cot-only_123	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-cot_s123.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cot_cot-only_123	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-cot_s123.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cot_cot-only_234	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-cot_s234.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cot_cot-only_234	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-cot_s234.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cot_cot-only_345	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-cot_s345.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cot_cot-only_345	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-cot_s345.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cotn16_cot-only_123	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-cotn16_s123.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cotn16_cot-only_123	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-cotn16_s123.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cotn16_cot-only_234	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-cotn16_s234.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cotn16_cot-only_234	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-cotn16_s234.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cotn16_cot-only_345	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-cotn16_s345.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-cotn16_cot-only_345	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-cotn16_s345.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-flat_simpl-nb_123	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-flat_s123.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-flat_simpl-nb_123	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-flat_s123.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-flat_simpl-nb_234	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-flat_s234.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-flat_simpl-nb_234	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-flat_s234.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-flat_simpl-nb_345	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-flat_s345.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-flat_simpl-nb_345	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-flat_s345.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-nbmarg_simpl-nb_123	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-nbmarg_s123.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-nbmarg_simpl-nb_123	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-nbmarg_s123.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-nbmarg_simpl-nb_234	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-nbmarg_s234.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-nbmarg_simpl-nb_234	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-nbmarg_s234.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-nbmarg_simpl-nb_345	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-nbmarg_s345.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-nbmarg_simpl-nb_345	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-nbmarg_s345.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-simpl_simpl-oat_123	data/lsat-ar/dev.jsonl	evaluations/dev/4B-lr64-lsat50-simpl_s123.csv
lsat-ar	Qwen3-4B-Base-lr64-lsat50-simpl_simpl-oat_123	data/lsat-ar/test.jsonl	evaluations/test/4B-lr64-lsat50-simpl_s123.csv
